PlayerID,Player,Team,TeamAbbreviation,Position,AverageSpeed,HighSpeedRuns,Sprints,TotalDistance,DistanceRank,MinutesPlayed,TotalDistanceKm,DistancePer90
463902,Gustavo Puerta,Colombia,COL,DF,6.63,742,195,57392.35,44,520,57.39235,9.933291346153846
461788,Marawan Attia,Egypt,EGY,MF,6.85,829,260,56580.27,45,495,56.58027,10.287321818181818
447860,Alex Baena,Spain,ESP,MF,5.58,626,264,55400.88,46,522,55.40088,9.551875862068965
313559,Ricardo Rodriguez,Switzerland,SUI,DF,5.83,541,200,55242.44,47,567,55.24244,8.76864126984127
483516,Kristoffer Ajer,Norway,NOR,DF,4.95,480,150,54843.56,48,554,54.84356,8.909603610108302
430605,Bruno Guimaraes,Brazil,BRA,MF,7.16,739,158,54744.12,49,458,54.74412,10.757578165938865
428882,Rodrigo De Paul,Argentina,ARG,MF,5.36,573,286,54526.53,50,539,54.52653,9.104615398886828
463780,Nico Oreilly,England,ENG,DF,5.43,596,236,54499.2,51,523,54.499199999999995,9.378447418738048
332847,Leandro Paredes,Argentina,ARG,MF,5.31,566,148,54268.14,52,557,54.26814,8.768640215439856
448373,Maxim De Cuyper,Belgium,BEL,DF,6.55,653,234,54016.4,53,492,54.016400000000004,9.881048780487806
441252,Alistair Johnston,Canada,CAN,DF,6.28,683,264,53458.13,54,511,53.45813,9.415326223091975
441307,Azzedine Ounahi,Morocco,MAR,MF,6.59,654,266,53453.19,55,477,53.45319,10.085507547169811
308322,Nicolas Tagliafico,Argentina,ARG,DF,5.24,542,191,52897.74,57,543,52.89774,8.767581215469614
368860,Lucas Digne,France,FRA,DF,4.6,588,211,52627.74,58,513,52.627739999999996,9.232936842105262
433635,Stephen Eustaquio,Canada,CAN,MF,7.14,897,210,52496.91,59,444,52.49691000000001,10.641265540540543
367981,Douglas Santos,Brazil,BRA,DF,6.22,642,220,52462.91,60,505,52.46291,9.349825544554456
408950,Mohamed Hany,Egypt,EGY,DF,5.71,516,201,52140.55,62,546,52.140550000000005,8.594596153846155
491244,Torbjorn Heggem,Norway,NOR,DF,5.14,475,141,51748.22,63,503,51.74822,9.259124850894633
369267,Yasser Ibrahim,Egypt,EGY,DF,5.79,514,181,51489.36,64,533,51.48936,8.694263414634145
484141,Joao Neves,Portugal,POR,MF,6.8,638,197,51136.79,65,450,51.13679,10.227358
448612,Bilal El Khannouss,Morocco,MAR,MF,6.11,554,226,50933.34,66,501,50.933339999999994,9.149701796407186
430601,Gabriel Magalhaes,Brazil,BRA,DF,5.86,500,122,50836.58,67,520,50.836580000000005,8.798638846153848
395206,Bruno Fernandes,Portugal,POR,MF,6.4,572,219,50225.1,69,471,50.2251,9.597152866242038
489704,Renato Veiga,Portugal,POR,DF,5.77,498,145,49867.82,70,518,49.86782,8.66429305019305
395550,Jefferson Lerma,Colombia,COL,MF,6.51,713,170,49541.65,71,459,49.541650000000004,9.714049019607844
419177,William Saliba,France,FRA,DF,4.12,407,157,49524.88,72,533,49.524879999999996,8.362550093808629
332946,Marquinhos,Brazil,BRA,DF,5.68,453,141,49331.59,75,520,49.33159,8.538159807692306
483161,Mostafa Zico,Egypt,EGY,MF,7.41,726,225,49154.47,77,398,49.15447,11.115332412060303
369744,Gustavo Gomez,Paraguay,PAR,DF,5.32,342,109,49082.71,79,554,49.08271,7.9737254512635385
479601,Juan Jose Caceres,Paraguay,PAR,DF,5.99,521,193,48658.8,81,488,48.6588,8.973959016393442
483505,David Moller Wolfe,Norway,NOR,DF,5.1,520,216,48590.19,82,477,48.59019,9.16796037735849
386013,Davinson Sanchez,Colombia,COL,DF,5.36,441,145,48497.14,83,541,48.49714,8.06791608133087
424422,Matias Galarza,Paraguay,PAR,MF,5.32,560,237,48496.58,84,439,48.49658,9.94235125284738
403083,Issa Diop,Morocco,MAR,DF,4.5,413,102,48036.09,86,534,48.036089999999994,8.0959702247191
411680,Noussair Mazraoui,Morocco,MAR,DF,5.3,396,146,48034.34,87,542,48.03433999999999,7.9761819188191865
431200,Daniel Munoz,Colombia,COL,DF,6.53,598,221,47613.35,89,451,47.61335,9.501555432372504
485760,Ayyoub Bouaddi,Morocco,MAR,MF,5.57,586,166,47487.66,90,425,47.487660000000005,10.056210352941177
430440,Aiden Oneill,Australia,AUS,MF,6.97,648,186,47323.13,91,406,47.32313,10.490349014778324
464542,Alex Freeman,USA,USA,DF,6.46,545,179,47281.6,92,442,47.2816,9.627475113122172
492716,Morgan Rogers,England,ENG,MF,6.39,608,227,47046.38,94,411,47.04638,10.30212700729927
358120,Kevin De Bruyne,Belgium,BEL,MF,5.67,573,204,46612.9,96,412,46.6129,10.182429611650486
430669,Florian Wirtz,Germany,GER,MF,6.85,653,229,46415.88,97,405,46.415879999999994,10.314639999999999
441149,Vitinha,Portugal,POR,MF,6.85,559,174,46256.34,98,404,46.256339999999994,10.304630198019801
431696,Richie Laryea,Canada,CAN,DF,5.81,464,231,46053.79,100,475,46.05379,8.725981263157895
506329,Djed Spence,England,ENG,DF,5.99,417,214,45630.64,101,476,45.63064,8.627642016806723
477795,Fares Chaibi,Algeria,ALG,MF,6.76,549,177,45534.2,102,403,45.5342,10.168928039702234
403642,Krepin Diatta,Senegal,SEN,DF,5.93,467,164,45457.47,103,459,45.45747,8.913229411764707
485677,Manu Kone,France,FRA,MF,4.03,590,110,45337.05,104,426,45.337050000000005,9.57825
448598,Ismael Saibari,Morocco,MAR,MF,5.54,615,315,45216.86,105,411,45.216860000000004,9.901502189781022
405893,Aurelien Tchouameni,France,FRA,MF,3.32,637,155,45082.82,106,407,45.08282,9.969173955773956
308386,Casemiro,Brazil,BRA,MF,6.37,449,116,45002.51,107,425,45.00251,9.529943294117647
495349,Nicolas Raskin,Belgium,BEL,MF,6.95,508,128,44872.33,109,396,44.872330000000005,10.19825681818182
335656,Danilo,Brazil,BRA,DF,5.68,495,217,44689.09,110,471,44.68908999999999,8.539316560509553
386413,Joshua Kimmich,Germany,GER,DF,6.79,518,157,44638.55,111,392,44.63855,10.24864668367347
448014,Alessandro Circati,Australia,AUS,DF,6.09,424,142,44568.44,112,438,44.56844,9.157898630136987
494291,Ibrahim Maza,Algeria,ALG,MF,6.85,524,152,44461.44,113,389,44.46144,10.28670848329049
448214,Malik Tillman,USA,USA,MF,6.45,607,215,44391.65,114,415,44.39165,9.627104819277108
480322,Luc De Fougerolles,Canada,CAN,DF,6.37,528,174,44379.43,115,421,44.37943,9.487289073634205
433469,Mohanad Lashin,Egypt,EGY,MF,6.48,538,161,44288.9,117,409,44.2889,9.745723716381416
371609,Franck Kessie,Côte d'Ivoire,CIV,MF,6.8,553,184,44144.95,119,389,44.144949999999994,10.213484575835475
441622,Jhon Lucumi,Colombia,COL,DF,4.87,350,115,43823.06,121,538,43.82306,7.330995167286245
441251,Antonee Robinson,USA,USA,DF,5.27,556,206,43815.48,122,399,43.81548,9.88319097744361
384752,Ruben Dias,Portugal,POR,DF,5.0,429,110,43585.96,124,418,43.58596,9.384536842105263
419518,Erik Lira,Mexico,MEX,MF,5.34,497,137,43502.52,125,391,43.50252,10.01336777493606
436612,Denzel Dumfries,Netherlands,NED,DF,6.05,470,183,43452.06,126,432,43.452059999999996,9.052512499999999
424036,Pedro Vite,Ecuador,ECU,MF,6.38,648,177,43374.6,127,407,43.3746,9.59143488943489
409241,Diney Borges,Cabo Verde,CPV,DF,5.88,395,111,43337.98,128,445,43.33798,8.764984719101124
394500,Johan Mojica,Colombia,COL,DF,4.7,474,198,43296.39,129,442,43.29639,8.816007013574662
402772,Jesus Gallardo,Mexico,MEX,DF,6.16,395,136,43286.39,130,431,43.28639,9.038921345707656
369749,Junior Alonso,Paraguay,PAR,DF,5.96,457,123,43140.24,131,456,43.14024,8.51452105263158
430442,Harry Souttar,Australia,AUS,DF,5.87,370,82,43035.91,132,438,43.03591,8.842995205479452
433076,Samuel Moutoussamy,Congo DR,COD,MF,7.17,613,169,42992.72,133,360,42.99272,10.74818
419062,Chris Richards,USA,USA,DF,4.91,486,97,42886.99,135,419,42.88699,9.212002625298329
430482,Emam Ashour,Egypt,EGY,MF,6.48,522,185,42840.52,137,395,42.84052,9.761131139240506
489517,Jan Paul Van Hecke,Netherlands,NED,DF,5.92,374,114,42651.39,139,432,42.65139,8.88570625
385259,Konrad Laimer,Austria,AUT,MF,6.21,442,194,42644.73,140,412,42.64473,9.315596359223303
403596,Jorge Sanchez,Mexico,MEX,DF,5.26,485,223,42619.96,141,388,42.61996,9.886073195876289
430690,Moussa Niakhate,Senegal,SEN,DF,5.57,386,119,42611.78,142,459,42.611779999999996,8.355250980392155
401378,Jonathan Tah,Germany,GER,DF,6.1,392,119,42610.17,143,419,42.61017,9.152542482100237
448343,Hans Vanaken,Belgium,BEL,MF,7.1,586,159,42602.58,144,362,42.60258,10.591801657458564
433667,Josip Stanisic,Croatia,CRO,DF,6.19,418,196,42580.9,145,413,42.5809,9.279130750605326
428885,Moises Caicedo,Ecuador,ECU,MF,6.23,505,134,42353.4,147,407,42.3534,9.365616707616708
430718,Fabian Ruiz,Spain,ESP,MF,7.0,518,111,42082.99,149,366,42.082989999999995,10.348276229508196
425701,Johan Vasquez,Mexico,MEX,DF,4.88,449,132,41955.37,151,412,41.95537,9.165008009708739
390238,Tyler Adams,USA,USA,MF,5.07,566,175,41838.77,152,397,41.83877,9.484859697732997
477770,Pico Lopes,Cabo Verde,CPV,DF,5.66,366,99,41751.06,154,445,41.751059999999995,8.444034606741573
358241,Marcel Sabitzer,Austria,AUT,MF,6.03,488,233,41363.96,158,412,41.36396,9.035816504854369
483304,Gustaf Lagerbielke,Sweden,SWE,DF,6.18,436,119,41310.47,159,400,41.31047,9.294855750000002
448171,Josip Sutalo,Croatia,CRO,DF,5.96,410,118,40954.87,160,413,40.95487,8.924790072639226
344661,Ramy Rabia,Egypt,EGY,DF,5.82,435,128,40932.16,161,431,40.93216,8.54731879350348
483497,Fredrik Aursnes,Norway,NOR,MF,6.87,571,173,40597.72,163,355,40.59772,10.29237971830986
426357,Aaron Wan Bissaka,Congo DR,COD,DF,6.07,460,194,40401.23,165,399,40.401230000000005,9.113059398496242
470760,Jhon Arias,Colombia,COL,MF,5.93,410,159,40007.46,166,405,40.00746,8.890546666666667
448531,Antoine Semenyo,Ghana,GHA,MF,5.78,285,167,39933.84,167,414,39.93384,8.681269565217391
424031,Piero Hincapie,Ecuador,ECU,DF,6.35,420,192,39830.97,168,376,39.83097,9.534008776595744
332314,Idrissa Gana Gueye,Senegal,SEN,MF,5.81,449,140,39822.15,169,411,39.82215,8.720178832116789
441067,Stefan Posch,Austria,AUT,DF,6.43,479,164,39797.88,170,370,39.79788,9.680565405405405
441333,Gideon Mensah,Ghana,GHA,DF,5.74,365,158,39697.98,171,414,39.69798,8.629995652173912
441088,Nicolas Seiwald,Austria,AUT,MF,6.65,491,132,39640.15,172,361,39.64015,9.882585872576177
489688,Yasin Ayari,Sweden,SWE,MF,6.4,434,109,39607.81,173,371,39.60781,9.608363611859838
477852,Kevin Pina,Cabo Verde,CPV,MF,6.07,388,116,39576.48,174,389,39.576480000000004,9.15651208226221
506039,Ime Okon,South Africa,RSA,DF,5.9,460,183,39562.72,175,402,39.56272,8.857325373134328
401448,Denis Zakaria,Switzerland,SUI,MF,4.05,393,168,39537.36,176,392,39.53736,9.077455102040815
403274,Hiroki Ito,Japan,JPN,DF,5.85,358,119,39533.62,177,405,39.53362,8.785248888888889
485066,Petar Sucic,Croatia,CRO,MF,7.0,548,158,39444.7,178,338,39.4447,10.503026627218935
463218,Khuliso Mudau,South Africa,RSA,DF,5.83,399,189,39120.48,180,402,39.12048,8.758316417910448
433195,Nuno Mendes,Portugal,POR,DF,5.23,382,160,39049.58,181,447,39.04958,7.862331543624162
448103,Fabian Rieder,Switzerland,SUI,MF,6.04,566,179,38929.3,182,332,38.929300000000005,10.553123493975905
448557,Daichi Kamada,Japan,JPN,MF,6.49,423,128,38789.21,184,359,38.78921,9.724314484679665
422657,Frenkie De Jong,Netherlands,NED,MF,6.5,424,109,38652.6,185,360,38.6526,9.66315
448607,Chadi Riad,Morocco,MAR,DF,3.94,393,99,38595.32,186,390,38.59532,8.906612307692308
430452,Connor Metcalfe,Australia,AUS,MF,6.49,513,175,38524.77,187,354,38.52477,9.794433050847456
431230,Noor Alrawabdeh,Jordan,JOR,MF,7.46,635,142,38422.0,188,309,38.422,11.190873786407765
403063,Axel Tuanzebe,Congo DR,COD,DF,5.59,311,128,38203.61,189,409,38.20361,8.406662347188263
397786,Virgil Van Dijk,Netherlands,NED,DF,5.3,292,100,38197.13,190,432,38.197129999999994,7.957735416666665
511009,Rafik Belghali,Algeria,ALG,DF,6.27,480,170,38083.65,191,362,38.08365,9.468310773480662
339510,Tim Ream,USA,USA,DF,4.36,432,109,38063.62,192,419,38.06362,8.175956563245823
404353,Leroy Sane,Germany,GER,MF,6.38,477,221,38060.03,193,360,38.06003,9.5150075
376230,Sead Kolasinac,Bosnia and Herzegovina,BIH,DF,6.09,339,142,38026.39,194,373,38.02639,9.17526836461126
484849,Aleksandar Pavlovic,Germany,GER,MF,7.64,597,165,38018.1,195,300,38.0181,11.405429999999997
395050,Aubrey Modiba,South Africa,RSA,DF,5.96,442,154,37864.78,197,381,37.864779999999996,8.94443622047244
376285,Aissa Mandi,Algeria,ALG,DF,5.62,331,81,37858.06,198,403,37.858059999999995,8.454653598014888
482774,Martin Baturina,Croatia,CRO,MF,6.58,489,175,37805.67,200,344,37.80567,9.891018313953488
514166,Nathan Ngoy,Belgium,BEL,DF,4.75,353,112,37462.64,203,376,37.46264,8.967121276595744
430176,Ryan Gravenberch,Netherlands,NED,MF,5.99,443,129,37432.87,204,374,37.43287,9.00790989304813
463128,Diego Gomez,Paraguay,PAR,MF,6.73,492,179,37311.9,205,332,37.3119,10.114671686746988
395283,Victor Lindelof,Sweden,SWE,DF,5.72,315,101,37262.4,206,390,37.2624,8.599015384615385
405522,Keito Nakamura,Japan,JPN,MF,6.72,497,180,36946.02,207,330,36.94602,10.076187272727273
423522,Jordan Bos,Australia,AUS,DF,6.41,396,223,36920.34,208,343,36.920339999999996,9.6875527696793
406280,Sergino Dest,USA,USA,DF,6.75,464,210,36917.8,209,335,36.9178,9.918214925373134
356532,Chancel Mbemba,Congo DR,COD,DF,5.4,347,135,36904.51,210,409,36.90451,8.120796821515892
368649,Joao Cancelo,Portugal,POR,DF,6.46,388,151,36826.9,211,342,36.8269,9.691289473684211
483276,Gabriel Gudmundsson,Sweden,SWE,DF,6.21,340,137,36816.96,212,356,36.81696,9.307658426966292
442434,Lewis Ferguson,Scotland,SCO,MF,7.16,451,119,36575.01,214,306,36.57501,10.757355882352941
241559,Luka Modric,Croatia,CRO,MF,6.08,401,122,36541.56,215,360,36.54156,9.13539
418963,Facundo Medina,Argentina,ARG,DF,3.78,409,121,36406.07,216,350,36.40607,9.361560857142857
439641,Reece James,England,ENG,DF,3.75,333,131,36392.78,217,368,36.39278,8.900408152173913
433787,Scott Mctominay,Scotland,SCO,MF,7.12,483,135,36353.67,218,306,36.35367,10.692255882352942
489520,Nikola Katic,Bosnia and Herzegovina,BIH,DF,6.17,419,139,36234.39,219,353,36.23439,9.238229745042492
395113,Ramy Bensebaini,Algeria,ALG,DF,5.3,301,122,35700.14,221,403,35.70014,7.972735980148883
504199,Mbekezeli Mbokazi,South Africa,RSA,DF,5.31,336,138,35585.09,224,402,35.585089999999994,7.96681119402985
448290,Willian Pacho,Ecuador,ECU,DF,5.2,284,119,35347.02,226,407,35.34701999999999,7.816294348894347
384797,Ramin Rezaeian,IR Iran,IRN,DF,6.79,458,170,34994.84,228,309,34.994839999999996,10.192671844660193
511015,Nathaniel Brown,Germany,GER,DF,4.93,354,129,34794.69,231,319,34.79469,9.816683699059562
402893,Mathias Olivera,Uruguay,URU,DF,6.63,458,126,34595.17,232,313,34.595169999999996,9.947492971246005
479294,Kaishu Sano,Japan,JPN,MF,5.11,411,114,34501.68,233,303,34.50168,10.248023762376237
472908,Vladimir Coufal,Czechia,CZE,DF,6.82,443,154,34224.86,235,301,34.22486,10.23334684385382
506279,Caleb Yirenkyi,Ghana,GHA,MF,6.84,460,136,34220.54,236,307,34.22054,10.03208013029316
369434,John Stones,England,ENG,DF,3.32,345,93,34211.7,237,380,34.2117,8.10277105263158
489300,Martin Experience,Haiti,HAI,DF,6.65,447,187,33997.02,238,306,33.99702,9.999123529411765
486147,Noah Sadiki,Congo DR,COD,MF,6.86,420,141,33931.45,239,297,33.93145,10.282257575757574
477847,Steven Moreira,Cabo Verde,CPV,DF,6.63,313,113,33908.12,240,346,33.908120000000004,8.820031213872833
430831,Ibrahim Sangare,Côte d'Ivoire,CIV,MF,6.63,387,110,33681.96,241,305,33.68196,9.93893901639344
269058,James Rodriguez,Colombia,COL,MF,5.95,357,56,33663.08,242,338,33.66308,8.96354201183432
386538,Rodrigo Bentancur,Uruguay,URU,MF,6.44,352,145,33644.76,243,313,33.644760000000005,9.674212140575081
379939,Nabil Bentaleb,Algeria,ALG,MF,6.59,405,115,33625.87,245,313,33.625870000000006,9.668780511182112
418729,Carlos Harvey,Panama,PAN,DF,6.82,446,118,33573.58,246,295,33.57358,10.242787118644069
371958,Derek Cornelius,Canada,CAN,DF,4.58,368,106,33569.61,248,351,33.56961,8.607592307692308
429642,Jamal Musiala,Germany,GER,MF,6.61,412,140,33546.51,249,305,33.546510000000005,9.898970163934427
405454,Elijah Just,New Zealand,NZL,MF,6.88,460,178,33430.3,251,291,33.4303,10.339268041237114
492363,Felix Nmecha,Germany,GER,MF,6.64,442,141,33325.14,253,299,33.32514,10.030978595317725
369761,Miguel Almiron,Paraguay,PAR,MF,6.51,357,129,33177.48,254,306,33.17748,9.758082352941177
466838,Danley Jean Jacques,Haiti,HAI,MF,6.87,470,138,33149.8,255,288,33.149800000000006,10.359312500000001
431202,Omar Alderete,Paraguay,PAR,DF,4.35,271,94,33031.77,256,363,33.031769999999995,8.189695041322313
423595,Marko Stamenic,New Zealand,NZL,MF,6.52,415,133,32898.29,259,302,32.89829,9.804126158940397
430631,Nico Gonzalez,Argentina,ARG,MF,5.32,322,153,32891.62,260,324,32.89162,9.136561111111112
430477,Ahmed Fatouh,Egypt,EGY,DF,3.93,408,166,32856.27,261,301,32.856269999999995,9.824133887043187
371736,Saeid Ezatolahi,IR Iran,IRN,MF,6.6,406,65,32836.4,262,298,32.836400000000005,9.917033557046981
430763,Luis Romo,Mexico,MEX,MF,5.53,483,143,32815.01,263,284,32.81501,10.399122887323944
436572,Arthur Masuaku,Congo DR,COD,DF,5.79,343,114,32800.85,264,340,32.80085,8.682577941176469
368660,Guillermo Varela,Uruguay,URU,DF,6.27,352,149,32750.8,265,313,32.7508,9.417162939297125
391646,Ritsu Doan,Japan,JPN,MF,6.63,346,152,32576.29,267,295,32.57629,9.938529152542372
339987,Mateo Kovacic,Croatia,CRO,MF,6.73,354,108,32503.08,268,293,32.503080000000004,9.983881228668944
395084,Hwang Inbeom,Korea Republic,KOR,MF,6.78,372,97,32488.04,269,286,32.48804,10.22350909090909
401894,Jamiro Monteiro,Cabo Verde,CPV,MF,6.17,339,109,32481.15,270,314,32.48115,9.309883757961783
441170,Ladislav Krejci,Czechia,CZE,DF,6.46,373,81,32407.75,271,301,32.40775,9.690024916943521
430697,Jean Ricner Bellegarde,Haiti,HAI,MF,6.64,431,112,32370.02,272,292,32.370020000000004,9.977060958904111
430407,Daizen Maeda,Japan,JPN,MF,5.36,432,239,32326.01,273,271,32.32601,10.735575276752767
430733,Mikel Merino,Spain,ESP,MF,7.66,568,142,32157.77,274,262,32.15777,11.046562213740458
390181,Joe Bell,New Zealand,NZL,MF,7.04,472,112,32154.28,275,275,32.15428,10.52321890909091
431858,Rayan Ait Nouri,Algeria,ALG,DF,5.89,355,157,32073.2,277,315,32.0732,9.16377142857143
433534,Nizar Alrashdan,Jordan,JOR,MF,6.62,407,103,31944.15,278,289,31.94415,9.948005190311418
494248,Thalente Mbatha,South Africa,RSA,MF,6.41,446,145,31917.63,279,293,31.917630000000003,9.804050170648464
479389,Mohannad Abutaha,Jordan,JOR,MF,6.46,423,170,31861.4,280,296,31.8614,9.687587837837837
385031,Amir Murillo,Panama,PAN,DF,6.27,332,156,31781.32,282,303,31.78132,9.43999603960396
494626,Andreas Schjelderup,Norway,NOR,MF,6.44,384,137,31621.18,283,297,31.62118,9.582175757575758
489603,Ali Nemati,IR Iran,IRN,DF,6.14,369,108,31613.92,284,309,31.613919999999997,9.20793786407767
464842,Lamine Camara,Senegal,SEN,MF,6.56,453,176,31487.71,287,287,31.48771,9.874194773519164
355775,Jackson Irvine,Australia,AUS,MF,7.47,495,125,31483.15,288,255,31.483150000000002,11.1117
479072,Merchas Doski,Iraq,IRQ,DF,6.21,307,128,31441.23,289,303,31.44123,9.338979207920792
463283,Romano Schmid,Austria,AUT,MF,6.71,439,161,31408.46,291,283,31.408459999999998,9.988556183745583
486317,Guela Doue,Côte d'Ivoire,CIV,DF,6.19,353,132,31331.08,292,311,31.33108,9.066872025723473
433378,Hannibal Mejbri,Tunisia,TUN,MF,6.27,368,102,31221.09,293,298,31.22109,9.429188255033557
411226,Djibril Sow,Switzerland,SUI,MF,4.57,421,147,31183.47,295,276,31.18347,10.168522826086956
423874,Lee Hanbeom,Korea Republic,KOR,DF,6.23,365,107,31151.94,296,300,31.15194,9.345582
507253,Kwasi Sibo,Ghana,GHA,MF,6.63,447,96,31122.82,297,282,31.12282,9.93281489361702
395516,Cesar Montes,Mexico,MEX,DF,5.3,267,84,31113.19,298,349,31.11319,8.023458739255014
520039,Marvin Senaya,Ghana,GHA,DF,5.77,285,171,31108.53,299,312,31.10853,8.973614423076922
477827,Deroy Duarte,Cabo Verde,CPV,MF,6.26,323,73,31052.7,301,300,31.0527,9.31581
369089,Thomas Partey,Ghana,GHA,MF,4.54,359,77,31028.86,302,307,31.02886,9.096408469055374
403616,Teboho Mokoena,South Africa,RSA,MF,6.15,423,121,30982.52,303,301,30.98252,9.263876411960133
477832,Sidny Lopes Cabral,Cabo Verde,CPV,DF,5.79,257,117,30954.32,304,324,30.95432,8.598422222222222
463580,Finn Surman,New Zealand,NZL,DF,6.05,310,103,30931.08,305,306,30.93108,9.097376470588236
389437,Ehsan Haddad,Jordan,JOR,DF,6.44,384,118,30918.71,306,287,30.91871,9.695762717770036
492315,Lee Gihyuk,Korea Republic,KOR,MF,6.18,388,125,30898.48,307,300,30.89848,9.269544
400416,Edgar Yoel Barcenas,Panama,PAN,MF,6.75,426,101,30790.0,308,272,30.79,10.187867647058823
448497,Mohammad Mohebbi,IR Iran,IRN,MF,6.83,470,170,30775.81,309,271,30.77581,10.220748708487084
418715,Jose Cordoba,Panama,PAN,DF,6.07,315,114,30753.8,310,303,30.7538,9.134792079207921
433361,Anis Slimane,Tunisia,TUN,MF,7.16,408,123,30657.94,312,257,30.65794,10.736243579766537
483966,Benjamin Tahirovic,Bosnia and Herzegovina,BIH,MF,6.92,429,116,30616.63,313,266,30.61663,10.35901015037594
482976,Amar Dedic,Bosnia and Herzegovina,BIH,DF,4.44,356,141,30604.3,314,310,30.6043,8.885119354838709
429608,Seol Youngwoo,Korea Republic,KOR,DF,6.66,309,155,30578.14,316,274,30.578139999999998,10.043914598540145
433074,Amir Alammari,Iraq,IRQ,MF,6.6,383,104,30575.01,317,279,30.57501,9.862906451612902
430147,Jack Hendry,Scotland,SCO,DF,5.98,349,123,30532.32,318,306,30.53232,8.980094117647058
484082,Abdulkerim Bardakci,Türkiye,TUR,DF,6.08,258,93,30419.01,319,300,30.41901,9.125703000000001
441240,Andres Andrade,Panama,PAN,DF,6.0,322,117,30384.6,321,303,30.3846,9.025128712871286
419108,Sebastian Caceres,Uruguay,URU,DF,5.81,303,98,30359.66,322,313,30.359659999999998,8.729614696485623
520036,Paul Wanner,Austria,AUT,MF,6.64,392,115,30227.02,323,270,30.22702,10.075673333333333
448363,Hannes Delcroix,Haiti,HAI,DF,5.87,298,89,30006.24,325,306,30.006240000000002,8.825364705882354
