PlayerID,Player,Team,TeamAbbreviation,Position,Passes,PassingAccuracy,Rank
386387,Sultan Albrake,Qatar,QAT,DF,42,79,644
433092,Alexis Saelemaekers,Belgium,BEL,MF,42,79,644
510908,Luca Jaquez,Switzerland,SUI,DF,41,76,649
479079,Khojiakbar Alijonov,Uzbekistan,UZB,DF,41,66,649
433161,Edo Kayembe,Congo DR,COD,MF,41,85,649
448411,Jacob Shaffelburg,Canada,CAN,MF,41,90,649
480966,Laros Duarte,Cabo Verde,CPV,MF,41,80,649
409191,Nikola Vlasic,Croatia,CRO,MF,40,83,658
479553,Hussein Ali,Iraq,IRQ,DF,40,80,658
493221,Miro Muheim,Switzerland,SUI,DF,40,78,658
403002,Diogo Dalot,Portugal,POR,DF,39,87,662
505112,Gessime Yassine,Morocco,MAR,MF,39,87,662
514188,Malick Thiaw,Germany,GER,DF,38,87,666
503047,Besfort Zeneli,Sweden,SWE,MF,38,89,666
482783,Wagner Pina,Cabo Verde,CPV,DF,38,79,666
441135,Jesper Karlstrom,Sweden,SWE,MF,37,84,671
464933,Abbosbek Fayzullaev,Uzbekistan,UZB,MF,36,67,674
406249,Ozan Kabak,Türkiye,TUR,DF,36,72,674
398569,Riechedly Bazoer,Curaçao,CUW,DF,36,86,674
464484,Ismael Gharbi,Tunisia,TUN,MF,36,97,674
494313,Yannick Semedo,Cabo Verde,CPV,MF,35,77,681
430097,Ryan Christie,Scotland,SCO,MF,35,83,681
430401,Tsuyoshi Watanabe,Japan,JPN,DF,34,91,686
390534,Hossein Kanani,IR Iran,IRN,DF,34,97,686
477856,Jovane Cabral,Cabo Verde,CPV,MF,34,79,686
483183,Mahmoud Saber,Egypt,EGY,MF,34,88,686
371393,Dostonbek Khamdamov,Uzbekistan,UZB,MF,34,85,686
429640,Angelo Stiller,Germany,GER,MF,34,91,686
419166,Ibrahima Konate,France,FRA,DF,34,94,686
419005,Jordy Alcivar,Ecuador,ECU,MF,33,94,696
419441,Homam Ahmed,Qatar,QAT,DF,33,76,696
386348,Assim Madibo,Qatar,QAT,MF,33,82,696
433724,Willy Semedo,Cabo Verde,CPV,MF,33,91,696
423575,Ben Old,New Zealand,NZL,MF,33,76,696
476348,Damian Bobadilla,Paraguay,PAR,MF,32,75,702
345059,Abdulaziz Hatem,Qatar,QAT,MF,32,81,702
419473,Jassem Gaber,Qatar,QAT,DF,32,78,702
483182,Hossam Abdelmaguid,Egypt,EGY,DF,32,88,702
447866,Gavi,Spain,ESP,MF,31,94,707
494411,Kai Trewin,Australia,AUS,DF,31,87,707
463287,Marco Friedl,Austria,AUT,DF,31,97,707
489551,Mohammad Abualnadi,Jordan,JOR,DF,31,77,707
511828,Castrop Jens,Korea Republic,KOR,DF,30,90,714
430407,Daizen Maeda,Japan,JPN,MF,30,93,714
448120,Ardon Jashari,Switzerland,SUI,MF,30,83,714
370171,Abdoulaye Seck,Senegal,SEN,DF,30,87,714
336459,Rani Khedira,Tunisia,TUN,MF,30,83,714
430658,Waldemar Anton,Germany,GER,DF,30,97,714
463800,Carney Chukwuemeka,Austria,AUT,MF,30,83,714
379953,Leon Goretzka,Germany,GER,MF,30,77,714
429392,Danilo Santos,Brazil,BRA,MF,30,77,714
523215,Dominique Simon,Haiti,HAI,MF,30,73,714
402895,Matias Vina,Uruguay,URU,DF,29,79,726
396158,Rebin Sulaka,Iraq,IRQ,DF,29,79,726
448505,Saleh Hardani,IR Iran,IRN,DF,29,72,726
477849,Helio Varela,Cabo Verde,CPV,MF,29,93,726
395216,Ruben Neves,Portugal,POR,MF,29,93,726
448390,Mathieu Choiniere,Canada,CAN,MF,29,79,726
448051,Luis Chavez,Mexico,MEX,MF,28,100,739
436863,Frans Putros,Iraq,IRQ,DF,28,93,739
510991,Ayoub Aloui,Qatar,QAT,DF,28,39,739
448522,Alidu Seidu,Ghana,GHA,DF,27,93,743
520066,Jose Canale,Paraguay,PAR,DF,27,67,743
385030,Fidel Escobar,Panama,PAN,DF,27,74,743
500038,Mateo Chavez,Mexico,MEX,DF,26,88,749
336641,Ryan Thomas,New Zealand,NZL,MF,25,72,753
448580,Kim Moonhwan,Korea Republic,KOR,DF,25,88,753
463282,Alexander Prass,Austria,AUT,MF,25,88,753
419681,Kristian Thorstvedt,Norway,NOR,MF,24,79,759
489523,Armin Gigovic,Bosnia and Herzegovina,BIH,MF,24,71,759
430754,Martin Zubimendi,Spain,ESP,MF,24,92,759
477833,Joris Kayembe,Congo DR,COD,DF,24,79,759
511010,Samir Chergui,Algeria,ALG,DF,24,96,759
394376,Deiver Machado,Colombia,COL,DF,23,96,768
441239,Jorge Gutierrez,Panama,PAN,DF,23,83,768
520112,Henrik Falchener,Norway,NOR,DF,23,78,768
401893,Nuno Da Costa,Cabo Verde,CPV,MF,23,78,768
339112,Jason Geria,Australia,AUS,DF,23,78,768
514334,Stepan Chaloupek,Czechia,CZE,DF,22,68,779
430594,Roger Ibanez,Brazil,BRA,DF,22,100,779
461177,Obed Vargas,Mexico,MEX,MF,22,91,779
511022,Kojo Peprah Oppong,Ghana,GHA,DF,22,95,779
448128,Charles Pickel,Congo DR,COD,MF,22,86,779
493983,Aimar Sher,Iraq,IRQ,MF,22,91,779
483530,Fredrik Andre Bjorkan,Norway,NOR,DF,21,90,789
395471,Nadiem Amiri,Germany,GER,MF,20,85,796
390535,Mehdi Torabi,IR Iran,IRN,MF,20,85,796
288961,Ehsan Hajisafi,IR Iran,IRN,DF,20,55,796
411653,Dylan Bronn,Tunisia,TUN,DF,20,80,796
463661,Valentin Barco,Argentina,ARG,MF,20,85,796
463489,Yaimar Medina,Ecuador,ECU,DF,19,89,804
505495,Alexandro Maidana,Paraguay,PAR,DF,19,68,804
434024,Munaf Younus,Iraq,IRQ,DF,19,89,804
482670,Mohammad Ghorbani,IR Iran,IRN,MF,19,84,804
499102,Saleem Obaid,Jordan,JOR,DF,18,67,813
481181,Arya Yousefi,IR Iran,IRN,DF,18,89,813
433067,Morten Thorsby,Norway,NOR,MF,18,94,813
504502,Sebastian Tounekti,Tunisia,TUN,MF,18,89,813
412144,Alphonso Davies,Canada,CAN,DF,18,78,813
358003,Vladimir Darida,Czechia,CZE,MF,18,78,813
368545,Jamshid Iskanderov,Uzbekistan,UZB,MF,17,65,821
523333,Ala Alhajji,Saudi Arabia,KSA,MF,17,94,821
335807,Jean Michael Seri,Côte d'Ivoire,CIV,MF,17,94,821
440748,Francis De Vries,New Zealand,NZL,DF,16,44,826
522846,Ermin Mahmic,Bosnia and Herzegovina,BIH,MF,16,75,826
463468,Alan Minda,Ecuador,ECU,MF,16,75,826
403304,Takefusa Kubo,Japan,JPN,MF,16,75,826
497902,Diego Moreira,Belgium,BEL,MF,15,67,837
372342,Ismael Diaz,Panama,PAN,MF,15,87,837
470759,Kevin Castano,Colombia,COL,MF,14,100,843
491218,Jamie Leweling,Germany,GER,MF,14,79,843
484848,Pascal Gross,Germany,GER,MF,14,100,843
373344,Garry Rodrigues,Cabo Verde,CPV,MF,14,79,843
494314,Telmo Arcanjo,Cabo Verde,CPV,MF,14,86,843
485756,Zakaria El Ouahdi,Morocco,MAR,DF,14,100,843
416902,Mohamed Abdelmoneim,Egypt,EGY,DF,14,100,843
385139,Farrukh Sayfiev,Uzbekistan,UZB,DF,14,86,843
356189,Jordan Henderson,England,ENG,MF,13,92,857
335658,Alex Sandro,Brazil,BRA,DF,13,100,857
479781,Mohamed Hadj Mahmoud,Tunisia,TUN,MF,13,92,857
448585,Yang Hyunjun,Korea Republic,KOR,MF,13,69,857
431219,Saed Alrosan,Jordan,JOR,DF,13,92,857
441317,Theo Bongonda,Congo DR,COD,MF,13,69,857
506069,Kevin Yakob,Iraq,IRQ,MF,12,75,871
419436,Ahmed Alganehi,Qatar,QAT,MF,12,92,871
441132,Carl Starfelt,Sweden,SWE,DF,12,92,871
484859,Quinten Timber,Netherlands,NED,MF,12,83,871
419003,Jackson Porozo,Ecuador,ECU,DF,12,100,871
405562,Eric Garcia,Spain,ESP,DF,11,91,880
379886,Alireza Jahanbakhsh,IR Iran,IRN,MF,11,64,880
491216,Samu Costa,Portugal,POR,DF,11,100,880
489696,Sondre Langas,Norway,NOR,DF,10,90,890
430194,Dennis Hadzikadunic,Bosnia and Herzegovina,BIH,DF,10,80,890
479080,Oston Urunov,Uzbekistan,UZB,MF,10,80,890
463495,Kendry Paez,Ecuador,ECU,MF,10,90,890
523354,Bara Sapoko Ndiaye,Senegal,SEN,MF,10,90,890
370986,Jonathan Osorio,Canada,CAN,MF,9,67,907
290821,Axel Witsel,Belgium,BEL,MF,9,89,907
423855,Eom Jisung,Korea Republic,KOR,MF,9,100,907
389886,Dzenis Burnic,Bosnia and Herzegovina,BIH,MF,8,88,919
269514,Anibal Godoy,Panama,PAN,MF,8,100,919
485804,Gustavo Caballero,Paraguay,PAR,MF,8,63,919
448157,Guus Til,Netherlands,NED,MF,8,88,919
478364,Justin Kluivert,Netherlands,NED,MF,7,100,934
485666,Maghnes Akliouche,France,FRA,MF,7,71,934
506088,Joaquin Seys,Belgium,BEL,DF,7,100,934
395984,Themba Zwane,South Africa,RSA,MF,7,71,934
498455,Junnosuke Suzuki,Japan,JPN,DF,7,86,934
406205,Braian Ojeda,Paraguay,PAR,MF,7,86,934
337232,Eric Davis,Panama,PAN,DF,7,43,934
433755,David Zima,Czechia,CZE,DF,7,86,934
433795,Mattias Svanberg,Sweden,SWE,MF,7,100,934
419567,Callan Elliot,New Zealand,NZL,DF,6,67,947
464458,Youssef Amyn,Iraq,IRQ,MF,6,83,947
477853,Gedeon Kalulu,Congo DR,COD,DF,6,83,947
484276,Ahmed Maknazi,Iraq,IRQ,DF,5,60,956
45191,Mohammad Aldaoud,Jordan,JOR,MF,5,40,956
337389,Anthony Ralston,Scotland,SCO,DF,5,100,956
448136,Eray Coemert,Switzerland,SUI,DF,5,100,956
485069,Ederson Silva,Brazil,BRA,MF,5,100,956
372090,Orbelin Pineda,Mexico,MEX,MF,5,100,956
494345,Dan Burn,England,ENG,DF,4,50,974
483512,Jorrel Hato,Netherlands,NED,DF,4,50,974
485503,Yuito Suzuki,Japan,JPN,MF,4,100,974
491167,Amer Jamous,Jordan,JOR,MF,4,100,974
441362,Mortadha Ben Ouanes,Tunisia,TUN,DF,4,75,974
401167,Caglar Soyuncu,Türkiye,TUR,DF,4,75,974
395286,Ken Sema,Sweden,SWE,MF,3,100,986
336170,Kaan Ayhan,Türkiye,TUR,MF,3,33,986
430196,Amir Hadziahmetovic,Bosnia and Herzegovina,BIH,MF,3,100,986
433526,Mohammad Abuhasheesh,Jordan,JOR,DF,3,100,986
466359,Godfried Roemeratoe,Curaçao,CUW,MF,3,33,986
485379,Shurandy Sambo,Curaçao,CUW,DF,3,100,986
448160,Luka Sucic,Croatia,CRO,MF,3,33,986
419654,Jens Petter Hauge,Norway,NOR,MF,3,67,986
271116,Alberto Quintero,Panama,PAN,MF,3,100,986
463125,Ramon Sosa,Paraguay,PAR,MF,3,100,986
395552,Yerry Mina,Colombia,COL,DF,3,100,986
484728,Marc Pubill,Spain,ESP,DF,2,100,1001
402044,Marten De Roon,Netherlands,NED,MF,1,100,1011
441148,Matheus Nunes,Portugal,POR,MF,1,100,1011
464897,Sherzod Esanov,Uzbekistan,UZB,MF,1,100,1011
466361,Roshon Van Eijma,Curaçao,CUW,DF,1,100,1011
479056,Mustafa Saadoon,Iraq,IRQ,DF,1,100,1011
